region_1,region_2,attack,cost,health,effect,level_up_description,flavor_text,artist_name,card_name,card_code,keyword_1,keyword_2,keyword_3,spell_speed,rarity,affiliation,type,collectible,set_number,set_name,level
Shurima,Bandle City,0,0,0,Deal 1 to Ziggs' blocker and to the enemy Nexus.,,"""Boom!"" - Ziggs
",Kudos Productions,Short Fuse,05BC163T4,Skill,NA,NA,,None,,Ability,FALSE,5,Beyond The Bandlewood,
Shurima,Bandle City,0,0,0,Deal 2 to Ziggs' blocker and to the enemy Nexus.,,"""Boom!"" - Ziggs
",Kudos Productions,Short Fuse,05BC163T5,Skill,NA,NA,,None,,Ability,FALSE,5,Beyond The Bandlewood,
Piltover & Zaun,,0,0,0,Deal 1 damage to a random ally.,,"""Boom."" - Caitlyn",Kudos Productions,Flashbomb Trap,05PZ008,Trap,NA,NA,,None,,Trap,FALSE,5,Beyond The Bandlewood,
Piltover & Zaun,,0,0,0, Play: Plant 5 Flashbomb Traps randomly in the top 5 cards of the enemy deck.,,"""Watch your step..."" - Corina Veraza",Kudos Productions,Beguiling Blossom,05PZ014T1,Skill,NA,NA,,None,,Ability,FALSE,5,Beyond The Bandlewood,
Piltover & Zaun,,0,0,0,Play: Activate the effects of all traps in the top 5 cards of the enemy deck.,,"""Right where I want you."" - Corina Veraza",Kudos Productions,Volatile Bloom,05PZ014T2,Skill,NA,NA,,None,,Ability,FALSE,5,Beyond The Bandlewood,
Bandle City,,0,0,0,Destroy an allied landmark to deal 3 to anything.,,"""... turns out, HE was a huge hexplosives fan, too!"" -  Ziggs",Kudos Productions,Inspection Passed!,05BC212T1,Slow ,Fleeting,NA,,None,,Spell,FALSE,5,Beyond The Bandlewood,
Shurima,,0,1,0,Create a Ruinous Acolyte or an Obelisk of Power in hand.,,"""I will fashion Shurima in MY image."" - Xerath",Kudos Productions,Construct of Desolation,05SH020,Burst,NA,NA,Burst,Common,,Spell,TRUE,5,Beyond The Bandlewood,
Shurima,,0,1,0,Countdown 3 or when I'm summoned or destroyed: Grant the strongest ally +2|+0.,,"Sparking, crackling pillars rose from the sands, subverted places of power that would reinforce Xerath's already powerful army.",Chris Kintner,Obelisk of Power,05SH003,Landmark,NA,NA,,,,Landmark,TRUE,5,Beyond The Bandlewood,
Bandle City,,0,1,0,"Deal 1 to a unit. If you have 4+ allies, deal 2 instead.",,"""Okay, this one's for the newsletter. And remember to smile this time! One... two... three...!"" - Tristana",Kudos Productions,Group Shot,05BC198,Fast,NA,NA,,Common,,Spell,TRUE,5,Beyond The Bandlewood,
Bandle City,,0,1,0,"When I’m summoned or destroyed, Stun the Keyword Strongest strongest enemy.",,"""What do you mean, 'this doesn't look safe'?"" - Ziggs",Kudos Productions,Hexplosive Minefield ,05BC027,Landmark,NA,NA,,Common,,Landmark,TRUE,5,Beyond The Bandlewood,
Bandle City,,2,1,1,"When I’m summoned, summon a Scrappy Bomb.",,"Giselle was one of Professor Heimerdinger's best students until she heard of Ziggs' strange experiments down in Zaun. Then it was all ""hexplosives"" this and ""could you recommend me for an internship"" that.",Kudos Productions,Inventive Chemist,05BC073,NA,NA,NA,,Common,Yordle,Unit,TRUE,5,Beyond The Bandlewood,
Bandle City,,0,1,0,Countdown 3 or when I'm destroyed: Deal 1 to the enemy Nexus.,,"""It's a real work of art, isn't it!"" - Giselle, Inventive Chemist",Kudos Productions,Scrappy Bomb,05BC073T1,NA,NA,NA,,None,,Landmark,FALSE,5,Beyond The Bandlewood,
Bandle City,,1,1,1,"When I'm summoned, create a Prank in hand.",,"""Curious and playful, the otterpus are an immensely cheery bunch. Or is it otterpi? Say, didn't I pack a third sandwich?""
- Conchologist Ecological Entry, Day 7",Kudos Productions,Otterpus,05BC004,Attune,NA,NA,,Common,,Unit,TRUE,5,Beyond The Bandlewood,
Bandle City,,0,1,0,Deal 1 to anything and plant 3 Poison Puffcaps on random cards in the enemy deck.,,"""Haha! Bullseye!"" -Teemo",Kudos Productions,Poison Dart,05BC164,Slow,NA,NA,,Common,,Spell,TRUE,5,Beyond The Bandlewood,
