"","track_number","track_title","artists","instrumental","lyrics","hotness","Act"
"1",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Ooh, yeah, he mad","False",3
"2",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","I'm racking up white diamonds","False",3
"3",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Throw me in the sky","False",3
"4",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","You would swear the sun shining","False",3
"5",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Ooh, yeah, he mad","False",3
"6",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","I'm racking up white diamonds","False",3
"7",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Throw me in the sky","False",3
"8",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","You would swear the sun shining","False",3
"9",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","","False",3
"10",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","In this gothic underground city","False",3
"11",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","We all sin","False",3
"12",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","If I bring a couple rounds with me","False",3
"13",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Then we all win","False",3
"14",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","I came back and brought the crown with me","False",3
"15",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","The king's den","False",3
"16",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Break your nexus break and your neck 'cause","False",3
"17",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Everybody's on your head","False",3
"18",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","","False",3
"19",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","I might, just might kick your butt","False",3
"20",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Go run amok then paint my nails","False",3
"21",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Never learned to raise my hand","False",3
"22",8,"Dynasties & Dystopia","Denzel Curry, Gizzle & Bren Joy","False","Was too busy raising hell","False",3
