"","track_number","track_title","artists","instrumental","lyrics","hotness","Act"
"1",7,"Misfit Toys","Pusha T & Mako","False","I declare war","False",3
"2",7,"Misfit Toys","Pusha T & Mako","False","On anybody standing in the way of what I dream for","False",3
"3",7,"Misfit Toys","Pusha T & Mako","False","How could I ignore","False",3
"4",7,"Misfit Toys","Pusha T & Mako","False","The ones that are voiceless, screams from the poor","False",3
"5",7,"Misfit Toys","Pusha T & Mako","False","They only here to score","False",3
"6",7,"Misfit Toys","Pusha T & Mako","False","I do it for the underground kings that'll need more","False",3
"7",7,"Misfit Toys","Pusha T & Mako","False","I'm kickin' down your door","False",3
"8",7,"Misfit Toys","Pusha T & Mako","False","If I wonder why you got a pocket full of green for (Rrah)","False",3
"9",7,"Misfit Toys","Pusha T & Mako","False","It's all about the get back","False",3
"10",7,"Misfit Toys","Pusha T & Mako","False","It's hard to give back while the politicians kick back","False",3
"11",7,"Misfit Toys","Pusha T & Mako","False","They say I'm only brick rap","False",3
"12",7,"Misfit Toys","Pusha T & Mako","False","Well, that's the foundation of this mountain that I live at","False",3
"13",7,"Misfit Toys","Pusha T & Mako","False","I can get you kidnapped","False",3
"14",7,"Misfit Toys","Pusha T & Mako","False","These kids ain't playin' with you, actin' like you live rap","False",3
"15",7,"Misfit Toys","Pusha T & Mako","False","And all those little mishaps","False",3
"16",7,"Misfit Toys","Pusha T & Mako","False","That only happen to you, misfits, I'm here to fix that (Yeah)","False",3
"17",7,"Misfit Toys","Pusha T & Mako","False","","False",3
"18",7,"Misfit Toys","Pusha T & Mako","False","Timе to dig your grave","False",3
"19",7,"Misfit Toys","Pusha T & Mako","False","Make it lower your voicе","False",3
"20",7,"Misfit Toys","Pusha T & Mako","False","I told you not to play with the misfit toys","False",3
"21",7,"Misfit Toys","Pusha T & Mako","False","We running this gang","False",3
"22",7,"Misfit Toys","Pusha T & Mako","False","Getting sick of your noise","False",3
"23",7,"Misfit Toys","Pusha T & Mako","False","You stranded with a bad bunch of misfit toys","False",3
"24",7,"Misfit Toys","Pusha T & Mako","False","Rich get richer while the poor pickpocket","False",3
"25",7,"Misfit Toys","Pusha T & Mako","False","Swipes Maxwell 'til the cops come knockin'","False",3
