"","track_number","track_title","artists","instrumental","lyrics","hotness","Act"
"1",6,"Guns for Hire","Woodkid","False","Hold the die, your turn to roll","False",2
"2",6,"Guns for Hire","Woodkid","False","Before they fall through your fingers","False",2
"3",6,"Guns for Hire","Woodkid","False","Not a good night to lose control","False",2
"4",6,"Guns for Hire","Woodkid","False","Right as the earth is unraveling","False",2
"5",6,"Guns for Hire","Woodkid","False","You play with your blocks until they break","False",2
"6",6,"Guns for Hire","Woodkid","False","And these walls come tumbling down","False",2
"7",6,"Guns for Hire","Woodkid","False","Oh, they're tumbling down","False",2
"8",6,"Guns for Hire","Woodkid","False","","False",2
"9",6,"Guns for Hire","Woodkid","False","You're out of time, make your move","False",2
"10",6,"Guns for Hire","Woodkid","False","Live or die while the fuse is lit and there's no turning back","False",2
"11",6,"Guns for Hire","Woodkid","False","","False",2
"12",6,"Guns for Hire","Woodkid","False","Kiss your perfect day goodbye","False",2
"13",6,"Guns for Hire","Woodkid","False","Because the world is on fire","False",2
"14",6,"Guns for Hire","Woodkid","False","Tuck your innocence goodnight","False",2
"15",6,"Guns for Hire","Woodkid","False","You sold your friends like guns for hire","False",2
"16",6,"Guns for Hire","Woodkid","False","Go play with your blocks","False",2
"17",6,"Guns for Hire","Woodkid","False","And now you'll pay when these walls come tumbling down","False",2
"18",6,"Guns for Hire","Woodkid","False","Oh, they're tumbling down","False",2
"19",6,"Guns for Hire","Woodkid","False","","False",2
"20",6,"Guns for Hire","Woodkid","False","Resting on a knife, you heavy souls","False",2
"21",6,"Guns for Hire","Woodkid","False","With all this weight buckling down on you now","False",2
"22",6,"Guns for Hire","Woodkid","False","Don't you drown and float away","False",2
"23",6,"Guns for Hire","Woodkid","False","Not a good time to lose control","False",2
"24",6,"Guns for Hire","Woodkid","False","Right as your marionettes cut their strings and run away","False",2
"25",6,"Guns for Hire","Woodkid","False","You're out of time, make your move","False",2
"26",6,"Guns for Hire","Woodkid","False","Live or die while the fuse is lit and there's no turning back","False",2
"27",6,"Guns for Hire","Woodkid","False","","False",2
"28",6,"Guns for Hire","Woodkid","False","Kiss your perfect day goodbye","False",2
"29",6,"Guns for Hire","Woodkid","False","Because the world is on fire","False",2
"30",6,"Guns for Hire","Woodkid","False","Tuck your innocence goodnight","False",2
"31",6,"Guns for Hire","Woodkid","False","You sold your friends like guns for hire","False",2
"32",6,"Guns for Hire","Woodkid","False","Go play with your blocks","False",2
"33",6,"Guns for Hire","Woodkid","False","And now you'll pay when these walls come tumbling down","False",2
"34",6,"Guns for Hire","Woodkid","False","Oh, they're tumbling downEmbedShare URLCopyEmbedCopy","False",2
