"","track_number","track_title","artists","instrumental","lyrics","hotness","Act"
"1",3,"Goodbye","Ramsey","False","I can hear the sound of a heartbeat before it goes out","False",1
"2",3,"Goodbye","Ramsey","False","Won't ever leave my memory of bloodshed all around","False",1
"3",3,"Goodbye","Ramsey","False","And I can see a tear on my father's face before it falls out","False",1
"4",3,"Goodbye","Ramsey","False","Oh, my enemy, how could I have ever let you down? Oh","False",1
"5",3,"Goodbye","Ramsey","False","When all these trees saw us grow","False",1
"6",3,"Goodbye","Ramsey","False","Cut our teeth and make our bones right here","False",1
"7",3,"Goodbye","Ramsey","False","We'd play with shields made of stone","False",1
"8",3,"Goodbye","Ramsey","False","Share our dreams and sit our thrones","False",1
"9",3,"Goodbye","Ramsey","False","Be still, 'cause I see smoke up ahead and I got steel in my hands","False",1
"10",3,"Goodbye","Ramsey","False","We will return like warriors, I swear, that we'll find glory up ahead","False",1
"11",3,"Goodbye","Ramsey","False","Tell me:","False",1
"12",3,"Goodbye","Ramsey","False","","False",1
"13",3,"Goodbye","Ramsey","False","Where is my home?","False",1
"14",3,"Goodbye","Ramsey","False","I don't recognize the faces anymore, no","False",1
"15",3,"Goodbye","Ramsey","False","Where is my friend?","False",1
"16",3,"Goodbye","Ramsey","False","The one I've known since I was only just a kid","False",1
"17",3,"Goodbye","Ramsey","False","","False",1
"18",3,"Goodbye","Ramsey","False","I think it's time to say goodbye","False",1
"19",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"20",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"21",3,"Goodbye","Ramsey","False","It's time to say goodbye","False",1
"22",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"23",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"24",3,"Goodbye","Ramsey","False","It's time to say goodbye","False",1
"25",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"26",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"27",3,"Goodbye","Ramsey","False","It's time to say goodbye","False",1
"28",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"29",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"30",3,"Goodbye","Ramsey","False","Is it time to say goodbye?","False",1
"31",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"32",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"33",3,"Goodbye","Ramsey","False","It's time to say goodbye","False",1
"34",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"35",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"36",3,"Goodbye","Ramsey","False","It's time to say goodbye","False",1
"37",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"38",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"39",3,"Goodbye","Ramsey","False","It's time to say goodbye","False",1
"40",3,"Goodbye","Ramsey","False","Goodbye, goodbye","False",1
"41",3,"Goodbye","Ramsey","False","Goodbye, goodbye, woah","False",1
"42",3,"Goodbye","Ramsey","False","Mm, mm, mm5EmbedShare URLCopyEmbedCopy","False",1
